FEATURE_ID	FEATURE_TEXT	FEATURE_HASH	ENGINE	SOURCE_SECTION	SOURCE_LINE
F-000143	- رفع وتحميل الملفات	ab68d718e1e34bae1f6251277e978ad05e850945a050e32dbf2069aae4d30850	Data Engine	1.1 المصادر المدعومة	664
F-000144	- تخزين سحابي أو محلي	75c6a19f16d8c03cdc75ad03dc35525c17ad55e76100c81f0c499b5eec03f6f1	Data Engine	1.1 المصادر المدعومة	665
F-000145	- بحث نصي في كل محتوى المساعدة	b858450a277a942af6c7fb59e343875511ea5b1a937861c46b1569e5df8f12c3	Data Engine	1.1 المصادر المدعومة	666
F-000146	- تحويل مواقع ويب إلى عروض شرائح	ee2e11e2e6c92308e5e9a0691b33a5b66262aa8b245a9ccb3577dd894297a750	Data Engine	1.1 المصادر المدعومة	667
F-000147	- تحويل ملفات المستند المحمول إلى عروض شرائح قابلة للتحرير	4c802a1c4ce031c8238170b3a3c5986abe0ac9b043ebff5d40529567760ceaf1	Data Engine	1.1 المصادر المدعومة	668
F-000148	- تحويل ملفات وورد إلى عروض تقديمية ملخصة	58d6111ec8ce42e85538c02677a1b5f66f525b4cf778eaa6852b80f964480899	Data Engine	1.1 المصادر المدعومة	669
F-000149	- تحويل ملفات اكسل إلى لوحات مؤشرات تفاعلية	fd4fde37b8d3ea0526252bda03e542ada2c5b778f8e7f854c1cbbf163c9c910a	Data Engine	1.1 المصادر المدعومة	670
F-000150	- تحويل ملفات المستند المحمول إلى ملفات وورد مطابقة	0985be90c61e164e42e7dc027ef71adb8cca9f37bd3ed9fe62263b08ea8ae594	Data Engine	1.1 المصادر المدعومة	671
F-000151	- تحويل ملفات وورد إلى PDF مطابق	38bd1ac2219b326492c8319340139b5922234fb973de8a621d513dff4f785eec	Data Engine	1.1 المصادر المدعومة	672
F-000152	- تحويل PDF إلى Word مطابق	6768eb7b91e6184533f57918b89ea6b5409e3d6ea1512e11c55660daa4586145	Data Engine	1.1 المصادر المدعومة	673
F-000153	- تحويل ملفات وورد إلى عروض تقديمية	c53a870e46b5f72a2a854747eaabca0b032a8f6797d87943e15e0074e91cf252	Data Engine	1.1 المصادر المدعومة	674
F-000154	- تحويل العرض التقديمي إلى مستند محمول	cc5ba83b0a2b95d5acb616df9904023332852c9c30481409b17974c66844661b	Data Engine	1.1 المصادر المدعومة	675
F-000155	- تحويل ملفات اكسل إلى مستند محمول مع الحفاظ على التنسيق	8230be6f838d06477d505f076b0b750562541de7d6b887a97ba21d4b8e832bb4	Data Engine	1.1 المصادر المدعومة	676
F-000156	- تحويل المستند المحمول إلى اكسل مع استخلاص البيانات	cb3dde7bed2082773bf95150dfdf718bcb69b51ead78edbf44f12711d8e01419	Data Engine	1.1 المصادر المدعومة	677
F-000157	- تحويل الصور إلى بيانات منظمة	ae58ec8f44939ebe6c4e8e56f7f874b7b4c7496b17f2bf7fb77a800bcdbd4a36	Data Engine	1.1 المصادر المدعومة	678
F-000158	- تحويل بين جميع صيغ الجداول والنصوص	6a643982cf65804483e29e133a5e0fc22d61cfd3b6a7b45d1df399d08d606224	Data Engine	1.1 المصادر المدعومة	679
F-000159	- دعم التحويل الدفعي لملفات متعددة في وقت واحد	ac89b381872cff6ae87b5dca590031ac161a4ce42e5ac0363d0496209fdcd3ac	Data Engine	1.1 المصادر المدعومة	680
F-000160	- تحويل عروض شرائح إلى فيديو	e8db8f9ef67f7e87dfd234ee8d34b013bd9c82ef7bcbf363a4701c6c94566c26	Data Engine	1.1 المصادر المدعومة	681
F-000161	- تحويل عروض إلى صفحات ويب تفاعلية	67a27cf43f8ecc4d992f7a4ebd435d3bb65325c0b3f783863880e2c5c4a40579	Data Engine	1.1 المصادر المدعومة	682
F-000162	- تحويل مستندات إلى تقارير رسمية منسقة	edf4bfc9e3562f8630b64c92d827c0ef0fcb8588e729a3eef26a5f65f82d0f02	Data Engine	1.1 المصادر المدعومة	683
F-000163	- تحويل صور إلى مستندات قابلة للتحرير	bf6bee8c8a6a762b22095aae13bd80e9d32edaae257cab0666be85cf200ad432	Data Engine	1.1 المصادر المدعومة	684
F-000164	- تحويل مستندات ممسوحة ضوئيا إلى نسخ نصية منظمة	acc66148a860614405cea11afe0f1237de7490acd709898f4df96ea42ae1fcb6	Data Engine	1.1 المصادر المدعومة	685
F-000165	- تحويل عروض عربية إلى إنجليزية والعكس مع الحفاظ على التصميم	1858ca7a8d1fa372c2cee33794d061fec86ecff8f3a3350754156b722a1508da	Data Engine	1.1 المصادر المدعومة	686
F-000166	- تحويل تقارير طويلة إلى ملخصات تنفيذية	e3a910417a785143e4a2e281ef22a94b2adc4f27b7a755088d41bacdd8b20935	Data Engine	1.1 المصادر المدعومة	687
F-000167	- تحويل بيانات خام إلى عروض تنفيذية	e1f6293cc2828fd812a60f22d9da2a1199300e52841f2a269247e3f81f26f54b	Data Engine	1.1 المصادر المدعومة	688
F-000168	- تحويل عروض إلى محتوى تدريبي	89466ba21f7843fee56a73ce76ea3c4fe0d222ab76ea1a430c118f7875f802eb	Data Engine	1.1 المصادر المدعومة	689
F-000169	- تحويل مستندات إلى قوالب قابلة لإعادة الاستخدام	9fea9b36b7cc577a3894f1d4df92e65d8ebaeb0b601ca90bcd0280c7ffc92ae7	Data Engine	1.1 المصادر المدعومة	690
F-000170	- تحويل مستندات إلى صيغ أرشيفية قانونية	ea95c90c742ab7f9fcec6a4e0a7ec5493fe54310cfbcac377d7006a385e1f22d	Data Engine	1.1 المصادر المدعومة	691
F-000171	- تحويل معظم إجراءات الإدارة والعمل اليومي إلى تفاعل مباشر بالسحب والإفلات	a7019645686f1f5bd7dc00e31f15ee66e83abeb0ab28eed178313ff58d8c2643	Data Engine	1.1 المصادر المدعومة	692
F-000172	- تحويل بيانات إلى إنفوجرافيك	67d4947b561b81a2df41178a0f9ee6e5253028dfda884401c4dbf72923e74828	Data Engine	1.1 المصادر المدعومة	693
F-000173	- تحويل بيانات إلى إنفوجرافيك بنقرة واحدة	31ef98dadfd35a618fecf2b029baad61cb55b90b3704b18943e6c6447f768f39	Data Engine	1.1 المصادر المدعومة	694
F-000174	- تحويل جداول اكسل متعددة إلى مجموعة شرائح	ffa845e663008087d985ee29614f416f6171ad22ffb701a79f7c8f8efc859d14	Data Engine	1.1 المصادر المدعومة	695
F-000175	- تحويل التصاميم من يسار لليمين إلى يمين لليسار مع الحفاظ على التصميم	bc079e265a0f6a81a7b1cede237655e6650df573260c803c76c40cce5b3f5431	Data Engine	1.1 المصادر المدعومة	696
F-000176	- تحويل لغة مع RTL	02e90fc43a6d49968db213fe6c008131387f1c0fbfe40bbcad65ddc2630fa2a8	Data Engine	1.1 المصادر المدعومة	697
F-000177	- سحب ملف إلى مراسلة أو تقرير لإرفاقه	fa0f42acc86160e3786ff631e89c82ba1673f5cfcd3c13cda9671c4f06bcd60b	Data Engine	1.1 المصادر المدعومة	698
F-000178	- مكتبة موحدة للملفات والأصول تدعم جميع أنواع القوالب والعناصر والأيقونات والشعارات	d29962c416c8f2d77b2a432c20cefe20b2444474b9c5b2b709c63f7446255ed1	Data Engine	1.1 المصادر المدعومة	699
F-000179	- الوصول للمكتبة من أي محرر في المنصة	fe170029c974b84ecbd4ecd4ad75a946fe929cc0574e41081808d8c49f27bc26	Data Engine	1.1 المصادر المدعومة	700
F-000180	- السحب من المكتبة إلى أي وحدة مباشرة	143d39c6f0ff01c70de3b5bae0c61634d5f18e86d6e8faadd1a8c267cfb119a4	Data Engine	1.1 المصادر المدعومة	701
F-000181	- وسم تلقائي للملفات	6ad1cc5f3128f1323a3a8d36f29fc5ee026906d2ce37055b3e0da11e19340e78	Data Engine	1.1 المصادر المدعومة	702
F-000182	- سجل إصدارات لكل أصل	d8438224b797e6091b99a5ebd2d2d44d9498484b69a269e1c7e0b357b01a0a45	Data Engine	1.1 المصادر المدعومة	703
F-000183	- تتبع الاعتماديات	f19a9c0d667953211fcecfec8eb2fd14a2739559ce9656ebc9783fd694a7a9fd	Data Engine	1.1 المصادر المدعومة	704
F-000184	- إشعارات تحديث تلقائية	126dbd945a4541082330bda50754c684a98b42be667adc1ca2ffda391d70e965	Data Engine	1.1 المصادر المدعومة	705
F-000185	- مكتبة خاصة بكل جهة ومكتبة مشتركة عامة	608e8c5c78585e714aaa4d47460e5831242616831e7e61a0368471387af34429	Data Engine	1.1 المصادر المدعومة	706
F-000186	- سير عمل موافقة على الإصدارات	0270304869a670ac0ee6244c1e08badebec8d3bb9b50776b8d4761c931b175e7	Data Engine	1.1 المصادر المدعومة	707
F-000187	- إعادة استخدام الأصول عبر الوحدات	a4de44a0191257f7ec5f36fce6146286226ddba5ae3ea811e7736f1cc1073eda	Data Engine	1.1 المصادر المدعومة	708
F-000188	- تطبيقات بيانات مدعومة بنماذج اللغة الكبيرة	acdffb42b95f05c9c8ff6cebe6d423c38bb21cc52d6db1de93790d02d9a79da8	Data Engine	1.1 المصادر المدعومة	709
F-000189	- اتصال البيانات	afd311788d78f877304d81e537850230b40e7668f72ca5ddad024157020b1b59	Data Engine	1.1 المصادر المدعومة	710
F-000190	- التضمين	01a4a3582f39c8b4b2ed75fae8b2ed007fcd6ace9acce70aac342cb0a3cad528	Data Engine	1.1 المصادر المدعومة	711
F-000191	- النشر السحابي	9476997ca8bddb83471e381028dbdf27fb752c27a641042097d4d36badd55386	Data Engine	1.1 المصادر المدعومة	712
F-000192	- نمذجة البيانات	e10317957ebc33dfe14d9fb4a52cf6d588a6301283168b5214e6f86c96fa1b76	Data Engine	1.1 المصادر المدعومة	713
F-000193	- تحميل البيانات وطرح الأسئلة باللغة الإنجليزية البسيطة.	011f37833bdf9ce9012fee4f9441f7c2cb1587816d5ebec4a25e222170e75960	Data Engine	1.1 المصادر المدعومة	714
F-000194	- تحميل جدول بيانات أو توصيل المستودع.	2966d6056b64bcc6b6d4ebcfba7ea8351953bb97c4a61600b9b3e11c157959ca	Data Engine	1.1 المصادر المدعومة	715
F-000195	- توصيل ودمج البيانات من مئات المصادر.	8c573777df76f606b7e521bd1b0a5d61f14f08c7619965b286de78a03ce902da	Data Engine	1.1 المصادر المدعومة	716
F-000196	- استيراد الملفات المجدولة كمجموعات بيانات.	5885b838fb52dd6bfe0f9b94857e7cf2aed0e081ef6d3addb1d454bcea750bdf	Data Engine	1.1 المصادر المدعومة	717
F-000197	- ربط مصادر بيانات متعددة	b2e29eeb4d340214acba57b710565af7a381608772c04a69ceb40d4500e779b2	Data Engine	1.1 المصادر المدعومة	718
F-000198	- استيراد الملفات المجدولة كمجموعات بيانات	91287b213296cc98a0fb699792acc67264454bc1dfb97c4433c75a6d4877c241	Data Engine	1.1 المصادر المدعومة	719
F-000199	- كشف بياناتك المتصلة، التي تزيد قيمتها عن 100 عملية تكامل، من خلال بروتوكول سياق النموذج	fadadee9bfc20158f338415ab69e04ef791822775dc06fb7e6dfc7c8eb2c3291	Data Engine	1.1 المصادر المدعومة	720
F-000200	- سحب البيانات من الخدمات الشائعة مثل Google و Salesforce مع أكثر من 100 عملية تكامل و 250+ مقياسًا مضمنًا خارج الصندوق	8368293d1aee69fe1bcb562517825829ec9c83459d945e52060536f915b1c8a5	Data Engine	1.1 المصادر المدعومة	721
F-000201	- تكوين عناصر واجهة مستخدم مأهولة مسبقًا بما في ذلك Google Analytics و Facebook Pages و Facebook Ads و Grade.us و SERPs و Moz و Twitter و Mailchimp و Instagram	afdf1f90b508ed4590474e24dcda26cd1060ee494c0f772519f6efd60119130d	Data Engine	1.1 المصادر المدعومة	722
F-000202	- استيراد PDF	efafda3d613f27835ba3cfaf596c5af279ce8a2abf32dd86a599c5c1a7c22ae6	Data Engine	1.1 المصادر المدعومة	723
F-000203	- استيراد البيانات	c04d861a6d9a4bd9ed975f01722928fe02fd31d1a18b50e00de2a8b613c85577	Data Engine	1.1 المصادر المدعومة	724
F-000204	- توصيل بيانات شامل	95603cc2756d416091f30079cd41a2b2c386a30f80147205d1a08a2af7f3eef8	Data Engine	1.1 المصادر المدعومة	725
F-000205	- توصيل بأي مصدر بيانات	fcaa4ef5ce1554ed94d50b9fb201041b9bb44e246a3f7378b5534c006a276e6c	Data Engine	1.1 المصادر المدعومة	726
F-000206	- القدرة على العمل مع أنواع ملفات متعددة (Excel, PowerPoint, Word, PDF)	98d948d4b93d6f838998da2dce1b00a9e0d7c30fe1227b39aed006b5c4e5c1ae	Data Engine	1.1 المصادر المدعومة	727
F-000207	- القدرة على تحليل ما يصل إلى 10 ملفات في محادثة واحدة	9d96618fd0dbc926d4d1551cb66fc6424fb734285dc95f3f330c8ca0533d8539	Data Engine	1.1 المصادر المدعومة	728
F-000208	- تحليل البيانات من ملفات Excel و CSV و PDF و JSON	e8326e79b43d9634e7b332e98d74cffb97901b0647522825669c5e2db4734a55	Data Engine	1.1 المصادر المدعومة	729
F-000209	- تحليل ملفات كبيرة جدًا لا يمكن فتحها في تطبيقات جداول البيانات	3f97d251422677d818fcf85a431ac9c6adeb368b5cedf25e5e7c76ae966aa4cb	Data Engine	1.1 المصادر المدعومة	730
F-000210	- تحميل الملفات مباشرة من Google Drive و Microsoft OneDrive	995aab939bb38a971f8a0cb2ce2edc9da14e997a2317f23f43292a6f7274a1d2	Data Engine	1.1 المصادر المدعومة	731
F-000211	- تحويل ملفات CSV و Excel إلى مخططات ولوحات معلومات وجداول زمنية متوافقة مع العلامة التجارية	b46a7c320e178eddd8c8985b95f8bbc559e0e96bae99aa6c5dae357cbf0edecb	Data Engine	1.1 المصادر المدعومة	732
F-000212	- دعم أكثر من 25 لغة	f46a253159d28c58a3ab7e2d5c1a893605355dbdf04c34f598ff1e711f8fa9e1	Data Engine	1.1 المصادر المدعومة	733
F-000213	- دعم أنواع متعددة من المخططات (شريطية، دائرية، مبعثرة، خطية، إلخ)	a9362d8dc3174b36bd7c573db72330cd7f2b083f70ed7affc997cb6664237ed3	Data Engine	1.1 المصادر المدعومة	734
F-000214	- دعم مجموعة واسعة من أنواع المرئيات	1a9c16e20afa18d3af9916fdf19c255876e5c88340c4265d3a7a8981839ebd98	Data Engine	1.1 المصادر المدعومة	735
F-000215	- معالجة ملفات CSV و TSV وملفات البيانات الأخرى	783cb7e7b419c261e6d6e29154c26909e02d22adbceb5893541a9b50750d63fe	Data Engine	1.1 المصادر المدعومة	736
F-000216	- معالجة ملفات PDF الكبيرة (أكبر من 30 ميغابايت)	6f00b4bd09ac2881307da155ec5223078607661625a04c1dc3848666002d4150	Data Engine	1.1 المصادر المدعومة	737
F-000217	- إنشاء مستندات Word وملفات PDF	ad11fc0f5204ffea1e3580a95fad0b1dbbac02ca0cac5b6301100457e3ebfd0e	Data Engine	1.1 المصادر المدعومة	738
F-000218	- إنشاء عرض من ملف PDF	f619ab65568bd86edd3e6200037de9112585b6cfd36661a8a2990f3a3b211e1d	Data Engine	1.1 المصادر المدعومة	739
F-000219	- إنشاء عرض تقديمي من رابط (URL)	e0fd1faf433e171da69d8ae0f33152be406e1e3bff1abe8ba9e8fa0c7e7d46e0	Data Engine	1.1 المصادر المدعومة	740
F-000220	- إنشاء عرض من بريد إلكتروني عبر Mail Manus	09202e715d15ca9a6311a0837eaae3466a698794c153f5943b4f953dd5e82047	Data Engine	1.1 المصادر المدعومة	741
F-000221	- إنشاء عرض من محادثات Slack	1d99740523d60b49c36f56c56181052bb1dd0886214ebbd45eb8b39c5ae2165c	Data Engine	1.1 المصادر المدعومة	742
F-000222	- بحث معمق تلقائي عبر مصادر متعددة (Wide Research)	02790eda60ee575570c6ba6e19760dee49fa0a2f2aae010553094b35d3093eaf	Data Engine	1.1 المصادر المدعومة	743
F-000223	- التكامل المباشر مع Google Slides وPowerPoint كإضافة	ce7cfb1d240feb2b5f016f0f168a105c85f793f8fcae4751942522a7623c3035	Data Engine	1.1 المصادر المدعومة	744
